freq,rskpovth,hhcomp,tenure,unit,geo,time,value,geo_label
A,TOTAL,TOTAL,OWN_L,PC,PT,2009,29.9,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2010,32.5,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2011,34.0,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2012,33.8,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2013,34.6,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2014,35.5,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2015,36.5,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2016,36.7,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2017,37.3,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2018,36.3,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2019,36.2,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2020,38.9,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2021,37.5,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2022,36.3,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2023,34.5,Portugal
A,TOTAL,TOTAL,OWN_L,PC,PT,2024,32.5,Portugal
A,TOTAL,TOTAL,OWN_L,PC,RO,2007,0.5,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2008,1.1,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2009,1.2,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2010,0.6,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2011,0.6,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2012,0.9,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2013,0.9,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2014,0.7,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2015,0.9,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2016,0.9,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2017,1.1,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2018,1.1,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2019,1.1,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2020,1.1,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2021,1.4,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2022,1.2,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2023,1.3,Romania
A,TOTAL,TOTAL,OWN_L,PC,RO,2024,1.5,Romania
A,TOTAL,TOTAL,OWN_L,PC,RS,2013,3.1,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2014,1.6,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2015,0.9,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2016,1.3,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2017,0.9,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2018,0.4,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2019,1.0,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2020,0.8,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2021,0.9,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2022,1.1,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2023,1.4,Serbia
A,TOTAL,TOTAL,OWN_L,PC,RS,2024,1.2,Serbia
A,TOTAL,TOTAL,OWN_L,PC,SE,2004,53.4,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2005,54.9,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2006,53.4,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2007,54.4,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2008,52.4,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2009,53.3,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2010,64.4,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2011,61.9,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2012,57.5,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2013,58.0,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2014,57.7,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2015,59.1,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2016,54.8,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2017,52.2,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2018,51.7,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2019,51.4,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2020,52.1,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2021,51.8,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2022,50.4,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2023,50.1,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SE,2024,49.6,Sweden
A,TOTAL,TOTAL,OWN_L,PC,SI,2005,2.3,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2006,1.5,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2007,4.3,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2008,5.5,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2009,6.9,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2010,7.7,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2011,7.7,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2012,8.4,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2013,9.6,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2014,10.3,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2015,10.8,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2016,10.6,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2017,12.0,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2018,12.1,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2019,12.7,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2020,12.5,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2021,14.1,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2022,17.3,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2023,17.4,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SI,2024,16.3,Slovenia
A,TOTAL,TOTAL,OWN_L,PC,SK,2005,3.7,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2006,3.8,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2007,4.9,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2008,6.1,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2009,7.2,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2010,7.7,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2011,8.2,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2012,9.6,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2013,9.6,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2014,10.9,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2015,11.3,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2016,11.8,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2017,16.1,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2018,18.6,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2019,20.6,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2020,23.3,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2021,25.8,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2022,24.9,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2023,25.0,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,SK,2024,27.4,Slovakia
A,TOTAL,TOTAL,OWN_L,PC,TR,2006,1.2,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2007,1.7,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2008,2.4,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2009,3.1,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2011,4.1,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2012,5.1,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2013,5.9,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2014,6.4,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2015,6.9,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2016,7.5,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2017,7.8,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2018,8.4,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2019,8.4,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2020,8.0,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2021,7.6,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2022,6.9,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2023,6.2,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,TR,2024,4.8,Türkiye
A,TOTAL,TOTAL,OWN_L,PC,UK,2005,44.0,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2006,45.7,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2007,46.9,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2008,45.9,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2009,44.5,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2010,43.9,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2011,41.9,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2012,38.3,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2013,37.4,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2014,37.2,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2015,36.1,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2016,35.5,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2017,38.0,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,UK,2018,37.5,United Kingdom
A,TOTAL,TOTAL,OWN_L,PC,XK,2018,4.7,Kosovo*
A,TOTAL,TOTAL,OWN_NL,PC,AL,2017,95.8,Albania
A,TOTAL,TOTAL,OWN_NL,PC,AL,2018,95.5,Albania
A,TOTAL,TOTAL,OWN_NL,PC,AL,2019,95.8,Albania
A,TOTAL,TOTAL,OWN_NL,PC,AL,2020,95.4,Albania
A,TOTAL,TOTAL,OWN_NL,PC,AL,2021,95.0,Albania
A,TOTAL,TOTAL,OWN_NL,PC,AL,2022,95.1,Albania
A,TOTAL,TOTAL,OWN_NL,PC,AL,2023,94.6,Albania
A,TOTAL,TOTAL,OWN_NL,PC,AT,2007,32.0,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2008,28.5,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2009,30.4,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2010,32.4,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2011,29.3,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2012,31.1,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2013,30.9,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2014,31.9,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2015,30.0,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2016,29.8,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2017,30.7,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2018,29.9,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2019,30.3,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2020,30.1,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2021,30.6,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2022,29.3,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2023,30.7,Austria
A,TOTAL,TOTAL,OWN_NL,PC,AT,2024,31.9,Austria
A,TOTAL,TOTAL,OWN_NL,PC,BE,2003,34.7,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2004,33.9,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2005,34.3,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2006,35.2,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2007,33.5,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2008,33.0,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2009,32.5,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2010,29.9,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2011,29.9,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2012,29.2,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2013,29.4,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2014,29.1,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2015,29.0,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2016,29.6,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2017,29.2,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2018,28.9,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2019,28.8,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2020,27.7,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2021,27.8,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2022,27.1,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2023,26.2,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BE,2024,26.6,Belgium
A,TOTAL,TOTAL,OWN_NL,PC,BG,2005,83.1,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2006,83.1,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2007,85.1,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2008,77.3,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2009,77.5,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2010,85.2,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2011,85.7,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2012,85.3,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2013,83.3,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2014,81.5,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2015,79.5,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2016,79.7,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2017,80.0,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2018,80.9,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2019,81.8,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2020,82.0,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2021,82.6,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2022,82.6,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2023,84.3,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,BG,2024,84.3,Bulgaria
A,TOTAL,TOTAL,OWN_NL,PC,CH,2010,4.6,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2011,4.4,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2012,4.5,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2013,4.2,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2014,4.6,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2015,4.5,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2016,4.0,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2017,3.9,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2018,4.2,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2019,3.5,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2020,4.1,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2021,4.1,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2022,4.1,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2023,4.0,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CH,2024,4.2,Switzerland
A,TOTAL,TOTAL,OWN_NL,PC,CY,2007,54.7,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2008,53.5,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2009,57.3,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2010,58.5,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2011,57.2,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2012,55.6,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2013,55.0,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2014,53.6,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2015,52.9,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2016,52.0,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2017,50.9,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2018,50.8,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2019,52.0,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2020,51.9,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2021,52.0,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2022,51.4,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2023,50.5,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CY,2024,49.7,Cyprus
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2005,63.6,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2006,63.4,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2007,63.2,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2008,63.9,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2009,63.2,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2010,61.3,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2011,61.9,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2012,62.4,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2013,61.9,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2014,60.7,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2015,59.8,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2016,58.8,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2017,57.8,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2018,57.8,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2019,56.8,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2020,57.1,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2021,57.4,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2022,56.5,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2023,55.3,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,CZ,2024,54.4,Czechia
A,TOTAL,TOTAL,OWN_NL,PC,DE,2005,24.0,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2010,25.4,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2011,25.3,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2012,25.2,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2013,25.0,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2014,25.8,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2015,25.6,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2016,25.5,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2017,25.7,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2018,25.8,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2019,25.4,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2020,19.0,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2021,21.7,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2022,24.8,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2023,23.8,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DE,2024,24.0,Germany
A,TOTAL,TOTAL,OWN_NL,PC,DK,2003,12.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2004,11.9,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2005,12.6,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2006,14.2,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2007,14.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2008,14.6,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2009,13.5,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2010,13.9,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2011,14.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2012,12.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2013,13.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2014,13.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2015,14.1,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2016,14.3,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2017,14.4,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2018,14.0,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2019,14.0,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2020,14.1,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2021,12.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2022,12.2,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2023,12.8,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,DK,2024,12.5,Denmark
A,TOTAL,TOTAL,OWN_NL,PC,EA,2011,38.4,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2012,38.4,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2013,37.5,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2014,38.2,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2015,38.4,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2016,38.5,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2017,38.8,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2018,38.8,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2019,38.4,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2020,36.7,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA,2021,37.1,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2005,37.7,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2007,45.0,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2008,44.2,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2009,44.2,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2010,38.3,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2011,38.6,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2012,38.6,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2013,37.7,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2014,38.2,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2015,38.0,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2016,38.1,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2017,38.4,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2018,38.4,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2019,38.1,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA18,2020,36.4,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN_NL,PC,EA19,2005,38.3,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN_NL,PC,EA19,2007,45.5,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN_NL,PC,EA19,2008,44.8,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN_NL,PC,EA19,2009,44.7,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN_NL,PC,EA19,2010,38.7,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN_NL,PC,EA19,2011,39.0,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN_NL,PC,EA19,2012,39.0,Euro area - 19 countries  (2015-2022)
